nct_id,brief_summary,intervention_type,summary_length_chars,summary_length_words,hedging_count,negation_count,hedging_density,negation_density
NCT02554240,This Phase II clinical study is to evaluate the efficacy and safety of DA-5202 in patients with osteoarthritis of the knee.,DRUG,123,21,1,0,0.047619047619047616,0.0
NCT01526889,"This was a multi-center, randomized, active-controlled, open-label study. Approximately 24 patients with active, non-infectious intermediate-, posterior-, or panuveitis requiring systemic immunosuppressive therapy were enrolled.  Safety, efficacy, and PK assessments occurred at scheduled visits over a 12-week period. Low-molecular-weight non-steroidal immunosuppressive medications were allowed up to the baseline day as long as the dose had not changed in the 3 weeks prior to baseline, except for corticosteroid doses for which might have changed.  Patients responding to treatment were offered up to 6 months of extended treatment. Assessments for safety included laboratory safety tests, ECGs, physical exams, ocular exams, vital signs and the monitoring of adverse events. Study participation varied from a minimum of 3 months to a maximum of 9 months.",DRUG,859,122,2,1,0.01639344262295082,0.00819672131147541
NCT00144768,The purpose of this study is to determine whether the development of antibodies to laronidase in patients with MPS I receiving Aldurazyme® impairs the clearance of GAG substrate.,DRUG,178,28,1,0,0.03571428571428571,0.0
NCT01284868,To explore what is driving heart-rate increases after dosing with mirabegron. Subjects will be given a beta-blocker at the same time as mirabegron.,DRUG,147,25,0,0,0.0,0.0
NCT00536068,"Nonsteroidal antiinflammatory drugs such as diclofenac or naproxen may interfere with the inhibition of platelet aggregation by aspirin, because they all interact with the platelet cyclooxygenase.This may be of great clinical importance because of an increased cardiovascular event rate (myocardial infarction, stroke). The present randomized, controlled study analyses in vitro platelet aggregation under a combined treatment of healthy volunteers with aspirin and either acetaminophen, diclofenac, naproxen, or placebo.",DRUG,521,69,2,0,0.028985507246376812,0.0
NCT03082768,The overall goal of this protocol is to evaluate \[18F\]MNI-968 (aka PF-06730110) as a D1 receptor targeted radiopharmaceutical.,DRUG,128,19,1,0,0.05263157894736842,0.0
NCT00615550,The purpose of this research study is to evaluate the usefulness of progesterone vaginal gel in decreasing the preterm birth rate in a population of pregnant women with short cervical length and at high risk for preterm birth.,DRUG,226,38,1,0,0.02631578947368421,0.0
NCT02092350,This study will evaluate the safety and efficacy of combination treatment with grazoprevir (MK-5172) + elbasvir (MK-8742) for cirrhotic and non-cirrhotic participants with chronic Genotype 1 (GT1) hepatitis C virus (HCV) infection and chronic kidney disease (CKD). The primary study hypothesis is that the proportion of HCV GT1-infected CKD participants within the Immediate Treatment and Intensive Pharmacokinetics (PK) groups achieving a sustained viral response 12 weeks after the end of all study treatment (SVR12) will be \>45%.,DRUG,533,75,1,0,0.013333333333333334,0.0
NCT00731250,"This study is designed to look at the affect of SB-705498 on rhinitis symptoms, as induced by capsaicin challenge",DRUG,113,19,0,0,0.0,0.0
NCT04188691,"A total of 450 subjects were enrolled, divided into four age groups, including 18-59 years, 6-17 years, 3-5 years, and 6-35 months. There are three types of the test vaccine component in each age group. A total of 30 people in each dose group were vaccinated with the test vaccine or placebo 1 or placebo 2, respectively, in a ratio of 3: 1: 1.  The 18-59-year-old, 6-17-year-old, and 3-5-year-old age groups were vaccinated 2 times at a time interval of 28 days. The 6-35 month age group is divided into two groups, Group 1 is inoculated with 2 doses interval of 28 days each, and Group 2 is inoculated with 3 doses interval of 28 days.",BIOLOGICAL,637,99,0,0,0.0,0.0
NCT00666991,"The purpose of this study is to evaluate the safety, pharmacokinetics and preliminary efficacy of an intraperitoneally administered suspension of nanoparticulate paclitaxel in patients with refractory malignancies principally confined to the peritoneal cavity.",DRUG,260,33,1,0,0.030303030303030304,0.0
NCT00329550,"This is a multi-centre, open-label extension study in subjects who showed clinical response to induction therapy in the treatment of subjects with active Crohn's disease in the double-blind main study C87037 (NCT00291668).",BIOLOGICAL,222,35,0,0,0.0,0.0
NCT01653574,The hypothesis of this clinical research study is to discover if the study drug Famitinib Malate can shrink or slow the growth of pretreated HER2-negative metastatic breast cancer.,DRUG,180,29,0,0,0.0,0.0
NCT02895074,To compare the effects of femtosecond laser-assisted cataract surgery (FLACS) and conventional phacoemulsification surgery (CPS) on subfoveal choroidal thickness (SFCT) in age-related cataracts.,DRUG,194,25,0,0,0.0,0.0
NCT02513290,The purpose of this study was to verify whether there were differences in health-related quality of life of patients with allergic rhinitis treated with bilastine 20 mg compared to those treated with loratadine 10 mg.,DRUG,217,34,1,0,0.029411764705882353,0.0
NCT03293290,"This study has two components. The first component is designed to assess and compare the awareness, attitudes and clinical eligibility of Pre-exposure Prophylaxis (PrEP) in criminal justice (CJ) involved women. The second component is designed to evaluate the acceptability and feasibility of strategically delivering PrEP to CJ involved women and their risk network members.",DRUG,375,55,2,0,0.03636363636363636,0.0
NCT01995890,The Nevanac product information insert says that it can cause increase in eye pressure in 5-10% of patients. There is very little published literature on the effect of topical Nepafenac eye drops on eye pressure in normal people. The purpose of our study is to report this effect with a working hypothesis that there is no increase in eye pressure following use of Nepafenac eye drops.,DRUG,385,65,0,1,0.0,0.015384615384615385
NCT00411190,"Relacatib is being developed for the treatment of osteoporosis, osteoarthritis and possibly other bone disorders. Recent results suggest that relacatib interacts with the way our bodies metabolise drugs and so some drugs which are commonly prescribed to the intended target patient population could be affected by giving relacatib at the same time. The purpose of this study is to evaluate the effect of repeat dose administration of relacatib on the way subjects bodies metabolise three commonly prescribed medications in the osteoarthritis population: ibuprofen, acetaminophen, and atorvastatin.",DRUG,597,86,4,0,0.046511627906976744,0.0
NCT05897190,This study is to evaluate the safety and immunogenicity of a SARS-CoV-2 mRNA Vaccine as a heterologous booster dose in adults who completed 2 doses of inactivated vaccination through 12 months in China.,BIOLOGICAL,202,32,1,0,0.03125,0.0
NCT01523990,"A Safety Study to Evaluate the Safety, Tolerability, and Pharmacokinetics in HCV Genotype 1 Infected Patients",DRUG,109,15,1,0,0.06666666666666667,0.0
NCT03118297,"The subdermal etonogestrel (ENG) implant, a long-acting reversible contraceptive (LARC) method, is among the most effective forms of reversible contraception and thus, an important tool in the quest to reduce unintended pregnancy. However, despite overall increases in LARC use in the United States from 1.5% in 2002 to 7.2% in 2011, and 11.6% most recently in 2015, implant use continues to make up a small proportion of LARC use. While evidence to explain this low uptake of implants is lacking, one potential reason is patient and provider concerns about unpredictable bleeding.  As a result of this, many studies have been performed in attempts to discover therapies for unscheduled bleeding in progestin-only contraceptive users. Some of these studies include those investigating selective progesterone receptor modulators, such as mifepristone and ulipristal acetate (UPA), which did find some benefit. Although a previous study showed mixed benefit, the investigators feel that this medication has demonstrated both biologic plausibility as well as clinically important outcomes. This previous study may not be entirely translatable to the proposed research as therapies were used for different indications (prophylaxis vs. treatment) and different progestins and delivery systems were studied. Therefore, the investigators believe UPA should not be discounted as a potential therapy. UPA may provide an additional safe and effective option for treatment of irregular bleeding with implants in women. In addition, UPA is currently available in outpatient pharmacies in the U.S. as a single 30mg oral tablet.  The investigators propose to investigate UPA for the treatment of unscheduled and troublesome bleeding in ENG implant users.",DRUG,1740,254,4,3,0.015748031496062992,0.011811023622047244
